id_000001	genome_1903704_rplT
id_003381	genome_1128398_rplA
id_003382	genome_1128398_rplK
id_003383	genome_1128398_rpsR
id_003384	genome_1128398_rpsF
id_003385	genome_557436_rpsF
id_003386	genome_557436_rpsR
id_003387	genome_557436_rplK
id_003388	genome_557436_rplA
id_003389	genome_557436_rplL
id_003390	genome_557436_rpsD
id_003391	genome_557436_rpsT
id_003392	genome_557436_rpsO
id_003393	genome_557436_rpsB
id_003394	genome_557436_rpsU
id_003395	genome_557436_rplS
id_003396	genome_557436_rpsP
id_003397	genome_557436_rpmB
id_003398	genome_557436_rplU
id_003399	genome_557436_rplT
id_003400	genome_557436_rpsI
id_003401	genome_557436_rplM
id_003402	genome_557436_rplQ
id_003403	genome_557436_rpsK
id_003404	genome_557436_rpsM
id_003405	genome_557436_rplO
id_003406	genome_557436_rpsE
id_003407	genome_557436_rplR
id_003408	genome_557436_rplF
id_003409	genome_557436_rpsH
id_003410	genome_557436_rplE
id_003411	genome_557436_rplX
id_003412	genome_557436_rplN
id_003413	genome_557436_rpsQ
id_003414	genome_557436_rplP
id_003415	genome_557436_rpsC
id_003416	genome_557436_rplV
id_003417	genome_557436_rpsS
id_003418	genome_557436_rplB
id_003419	genome_557436_rplW
id_003420	genome_557436_rplD
id_003421	genome_557436_rplC
id_003422	genome_557436_rpsJ
id_003423	genome_557436_rpsG
id_003424	genome_557436_rpsL
id_003425	genome_562970_rplK
id_003426	genome_562970_rplA
id_003427	genome_562970_rplL
id_003428	genome_562970_rpsL
id_003429	genome_562970_rpsG
id_003430	genome_562970_rpsJ
id_003431	genome_562970_rplC
id_003432	genome_562970_rplD
id_003433	genome_562970_rplW
id_003434	genome_562970_rplB
id_003435	genome_562970_rpsS
id_003436	genome_562970_rplV
id_003437	genome_562970_rpsC
id_003438	genome_562970_rplP
id_003439	genome_562970_rpsQ
id_003440	genome_562970_rplN
id_003441	genome_562970_rplX
id_003442	genome_562970_rplE
id_003443	genome_562970_rpsH
id_003444	genome_562970_rplF
id_003445	genome_562970_rplR
id_003446	genome_562970_rpsE
id_003447	genome_562970_rplO
id_003448	genome_562970_rpsM
id_003449	genome_562970_rpsK
id_003450	genome_562970_rpsD
id_003451	genome_562970_rplQ
id_003452	genome_562970_rplM
id_003453	genome_562970_rpsI
id_003454	genome_562970_rplU
id_003455	genome_562970_rpsU
id_003456	genome_562970_rpsT
id_003457	genome_562970_rpsP
id_003458	genome_562970_rplS
id_003459	genome_562970_rpsB
id_003460	genome_562970_rpsO
id_003461	genome_562970_rplT
id_003462	genome_562970_rpsR
id_003463	genome_562970_rpsF
id_003464	genome_643648_rplU
id_003465	genome_643648_rpmB
id_003466	genome_643648_rpsP
id_003467	genome_643648_rpsB
id_003468	genome_643648_rpsO
id_003469	genome_643648_rplT
id_003470	genome_643648_rpsU
id_003471	genome_643648_rpsT
id_003472	genome_643648_rpsI
id_003473	genome_643648_rplM
id_003474	genome_643648_rplQ
id_003475	genome_643648_rpsD
id_003476	genome_643648_rpsK
id_003477	genome_643648_rpsM
id_003478	genome_643648_rplO
id_003479	genome_643648_rpsE
id_003480	genome_643648_rplR
id_003481	genome_643648_rplF
id_003482	genome_643648_rpsH
id_003483	genome_643648_rplE
id_003484	genome_643648_rplX
id_003485	genome_643648_rplN
id_003486	genome_643648_rpsQ
id_003487	genome_643648_rplP
id_003488	genome_643648_rpsC
id_003489	genome_643648_rplV
id_003490	genome_643648_rpsS
id_003491	genome_643648_rplB
id_003492	genome_643648_rplW
id_003493	genome_643648_rplD
id_003494	genome_643648_rplC
id_003495	genome_643648_rpsJ
id_003496	genome_643648_rpsG
id_003497	genome_643648_rpsL
id_003498	genome_643648_rplL
id_003499	genome_643648_rplA
id_003500	genome_643648_rplK
id_003501	genome_643648_rpsR
id_003502	genome_643648_rpsF
id_003503	genome_568816_rpsF
id_003504	genome_568816_rpsR
id_003505	genome_568816_rpmB
id_003506	genome_568816_rpsP
id_003507	genome_568816_rplS
id_003508	genome_568816_rplM
id_003509	genome_568816_rpsI
id_003510	genome_568816_rplT
id_003511	genome_568816_rpsT
id_003512	genome_568816_rpsO
id_003513	genome_568816_rpsB
id_003514	genome_568816_rpsU
id_003515	genome_568816_rplU
id_003516	genome_568816_rplL
id_003517	genome_568816_rplA
id_003518	genome_568816_rplK
id_003519	genome_568816_rplQ
id_003520	genome_568816_rpsD
id_003521	genome_568816_rpsK
id_003522	genome_568816_rpsM
id_003523	genome_568816_rplO
id_003524	genome_568816_rpsE
id_003525	genome_568816_rplR
id_003526	genome_568816_rplF
id_003527	genome_568816_rpsH
id_003528	genome_568816_rplE
id_003529	genome_568816_rplX
id_003530	genome_568816_rplN
id_003531	genome_568816_rpsQ
id_003532	genome_568816_rplP
id_003533	genome_568816_rpsC
id_003534	genome_568816_rplV
id_003535	genome_568816_rpsS
id_003536	genome_568816_rplB
id_003537	genome_568816_rplW
id_003538	genome_568816_rplD
id_003539	genome_568816_rplC
id_003540	genome_568816_rpsJ
id_003541	genome_568816_rpsG
id_003542	genome_568816_rpsL
id_003543	genome_273068_rplK
id_003544	genome_273068_rplA
id_003545	genome_273068_rplL
id_003546	genome_273068_rpsL
id_003547	genome_273068_rpsG
id_003548	genome_273068_rpsJ
id_003549	genome_273068_rplC
id_003550	genome_273068_rplD
id_003551	genome_273068_rplW
id_003552	genome_273068_rplB
id_003553	genome_273068_rpsS
id_003554	genome_273068_rplV
id_003555	genome_273068_rpsC
id_003556	genome_273068_rplP
id_003557	genome_273068_rpsQ
id_003558	genome_273068_rplN
id_003559	genome_273068_rplX
id_003560	genome_273068_rplE
id_003561	genome_273068_rpsH
id_003562	genome_273068_rplF
id_003563	genome_273068_rplR
id_003564	genome_273068_rpsE
id_003565	genome_273068_rplO
id_003566	genome_273068_rpsM
id_003567	genome_273068_rpsK
id_003568	genome_273068_rpsD
id_003569	genome_273068_rplQ
id_003570	genome_273068_rplM
id_003571	genome_273068_rpsI
id_003572	genome_273068_rplT
id_003573	genome_273068_rpmB
id_003574	genome_273068_rpsP
id_003575	genome_273068_rplS
id_003576	genome_273068_rpsB
id_003577	genome_273068_rpsO
id_003578	genome_273068_rpsA
id_003579	genome_273068_rpsU
id_003580	genome_273068_rpsT
id_003581	genome_273068_rplU
id_003582	genome_273068_rpsF
id_003583	genome_1029718_rpsA
id_003584	genome_1029718_rplU
id_003585	genome_1029718_rplT
id_003586	genome_1029718_rpmB
id_003587	genome_1029718_rpsP
id_003588	genome_1029718_rplS
id_003589	genome_1029718_rpsB
id_003590	genome_1029718_rpsO
id_003591	genome_1029718_rpsU
id_003592	genome_1029718_rpsT
id_003593	genome_1029718_rpsI
id_003594	genome_1029718_rplM
id_003595	genome_1029718_rplQ
id_003596	genome_1029718_rpsD
id_003597	genome_1029718_rpsK
id_003598	genome_1029718_rpsM
id_003599	genome_1029718_rplO
id_003600	genome_1029718_rpsE
id_003601	genome_1029718_rplR
id_003602	genome_1029718_rplF
id_003603	genome_1029718_rpsH
id_003604	genome_1029718_rplE
id_003605	genome_1029718_rplX
id_003606	genome_1029718_rplN
id_003607	genome_1029718_rpsQ
id_003608	genome_1029718_rplP
id_003609	genome_1029718_rpsC
id_003610	genome_1029718_rplV
id_003611	genome_1029718_rpsS
id_003612	genome_1029718_rplB
id_003613	genome_1029718_rplW
id_003614	genome_1029718_rplD
id_003615	genome_1029718_rplC
id_003616	genome_1029718_rpsJ
id_003617	genome_1029718_rpsG
id_003618	genome_1029718_rpsL
id_003619	genome_1029718_rplL
id_003620	genome_1029718_rplA
id_003621	genome_1029718_rplK
id_003622	genome_1029718_rpsF
id_003623	genome_203123_rpmB
id_003624	genome_203123_rpsJ
id_003625	genome_203123_rplC
id_003626	genome_203123_rplD
id_003627	genome_203123_rplW
id_003628	genome_203123_rplB
id_003629	genome_203123_rpsS
id_003630	genome_203123_rplV
id_003631	genome_203123_rpsC
id_003632	genome_203123_rplP
id_003633	genome_203123_rpsQ
id_003634	genome_203123_rplN
id_003635	genome_203123_rplX
id_003636	genome_203123_rplE
id_003637	genome_203123_rpsH
id_003638	genome_203123_rplF
id_003639	genome_203123_rplR
id_003640	genome_203123_rpsE
id_003641	genome_203123_rplO
id_003642	genome_203123_rpsM
id_003643	genome_203123_rpsK
id_003644	genome_203123_rplQ
id_003645	genome_203123_rplM
id_003646	genome_203123_rpsI
id_003647	genome_203123_rpsP
id_003648	genome_203123_rplS
id_003649	genome_203123_rplU
id_003650	genome_203123_rpsB
id_003651	genome_203123_rpsU
id_003652	genome_203123_rpsO
id_003653	genome_203123_rpsT
id_003654	genome_203123_rpsG
id_003655	genome_203123_rpsL
id_003656	genome_203123_rplL
id_003657	genome_203123_rplA
id_003658	genome_927704_rpsT
id_003659	genome_927704_rplK
id_003660	genome_927704_rplA
id_003661	genome_927704_rplL
id_003662	genome_927704_rpsL
id_003663	genome_927704_rpsG
id_003664	genome_927704_rpsJ
id_003665	genome_927704_rplC
id_003666	genome_927704_rplD
id_003667	genome_927704_rplW
id_003668	genome_927704_rplB
id_003669	genome_927704_rpsS
id_003670	genome_927704_rplV
id_003671	genome_927704_rpsC
id_003672	genome_927704_rplP
id_003673	genome_927704_rpsQ
id_003674	genome_927704_rplN
id_003675	genome_927704_rplX
id_003676	genome_927704_rplE
id_003677	genome_927704_rpsH
id_003678	genome_927704_rplF
id_003679	genome_927704_rplR
id_003680	genome_927704_rpsE
id_003681	genome_927704_rplO
id_003682	genome_927704_rpsM
id_003683	genome_927704_rpsK
id_003684	genome_927704_rpsD
id_003685	genome_927704_rplQ
id_003686	genome_927704_rplT
id_003687	genome_927704_rpsA
id_003688	genome_927704_rpsP
id_003689	genome_927704_rpsO
id_003690	genome_927704_rplS
id_003691	genome_927704_rpmB
id_003692	genome_927704_rpsI
id_003693	genome_927704_rplM
id_003694	genome_927704_rpsR
id_003695	genome_927704_rpsF
id_003696	genome_927704_rpsU
id_003697	genome_927704_rpsB
id_003698	genome_927704_rplU
id_003699	genome_351627_rpsL
id_003700	genome_351627_rpsG
id_003701	genome_351627_rpsT
id_003702	genome_351627_rpmB
id_003703	genome_351627_rpsF
id_003704	genome_351627_rplM
id_003705	genome_351627_rpsI
id_003706	genome_351627_rplU
id_003707	genome_351627_rplT
id_003708	genome_351627_rpsU
id_003709	genome_351627_rpsO
id_003710	genome_351627_rplS
id_003711	genome_351627_rpsP
id_003712	genome_351627_rplL
id_003713	genome_351627_rplA
id_003714	genome_351627_rplK
id_003715	genome_351627_rpmG
id_003716	genome_351627_rplQ
id_003717	genome_351627_rpsD
id_003718	genome_351627_rpsK
id_003719	genome_351627_rpsM
id_003720	genome_351627_rplO
id_003721	genome_351627_rpsE
id_003722	genome_351627_rplR
id_003723	genome_351627_rplF
id_003724	genome_351627_rpsH
id_003725	genome_351627_rplE
id_003726	genome_351627_rplX
id_003727	genome_351627_rplN
id_003728	genome_351627_rpsQ
id_003729	genome_351627_rplP
id_003730	genome_351627_rpsC
id_003731	genome_351627_rplV
id_003732	genome_351627_rpsS
id_003733	genome_351627_rplB
id_003734	genome_351627_rplW
id_003735	genome_351627_rplD
id_003736	genome_351627_rplC
id_003737	genome_351627_rpsJ
id_003738	genome_351627_rpsB
id_003739	genome_351627_rpsA
id_003740	genome_1131462_rpsI
id_003741	genome_1131462_rplM
id_003742	genome_1131462_rplQ
id_003743	genome_1131462_rpsD
id_003744	genome_1131462_rpsK
id_003745	genome_1131462_rpsM
id_003746	genome_1131462_rplO
id_003747	genome_1131462_rpsE
id_003748	genome_1131462_rplR
id_003749	genome_1131462_rplF
id_003750	genome_1131462_rpsH
id_003751	genome_1131462_rplE
id_003752	genome_1131462_rplX
id_003753	genome_1131462_rplN
id_003754	genome_1131462_rpsQ
id_003755	genome_1131462_rplP
id_003756	genome_1131462_rpsC
id_003757	genome_1131462_rplV
id_003758	genome_1131462_rpsS
id_003759	genome_1131462_rplB
id_003760	genome_1131462_rplW
id_003761	genome_1131462_rplD
id_003762	genome_1131462_rplC
id_003763	genome_1131462_rpsJ
id_003764	genome_1131462_rpsG
id_003765	genome_1131462_rpsL
id_003766	genome_1131462_rplA
id_003767	genome_1131462_rplK
id_003768	genome_1131462_rplT
id_003769	genome_1131462_rpsO
id_003770	genome_1131462_rpsB
id_003771	genome_1131462_rplS
id_003772	genome_1131462_rpsP
id_003773	genome_1131462_rpsU
id_003774	genome_1131462_rpsT
id_003775	genome_1131462_rplU
id_003776	genome_1131462_rpsF
id_003777	genome_33033_rpsD
id_003778	genome_33033_rplL
id_003779	genome_33033_rpmB
id_003780	genome_33033_rpsT
id_003781	genome_33033_rpsJ
id_003782	genome_33033_rplC
id_003783	genome_33033_rplD
id_003784	genome_33033_rplW
id_003785	genome_33033_rplB
id_003786	genome_33033_rpsS
id_003787	genome_33033_rplV
id_003788	genome_33033_rpsC
id_003789	genome_33033_rplP
id_003790	genome_33033_rpsQ
id_003791	genome_33033_rplN
id_003792	genome_33033_rplX
id_003793	genome_33033_rplE
id_003794	genome_33033_rpsH
id_003795	genome_33033_rplF
id_003796	genome_33033_rplR
id_003797	genome_33033_rpsE
id_003798	genome_33033_rplO
id_003799	genome_33033_rpsM
id_003800	genome_33033_rpsK
id_003801	genome_33033_rplQ
id_003802	genome_33033_rpsO
id_003803	genome_33033_rpsF
id_003804	genome_33033_rpsR
id_003805	genome_33033_rplS
id_003806	genome_33033_rpsP
id_003807	genome_33033_rpsB
id_003808	genome_33033_rplA
id_003809	genome_33033_rplK
id_003810	genome_33033_rpmG
id_003811	genome_33033_rplU
id_003812	genome_33033_rplT
id_003813	genome_33033_rpsU
id_003814	genome_33033_rpsG
id_003815	genome_33033_rpsL
id_003816	genome_33033_rpsI
id_003817	genome_33033_rplM
id_003818	genome_656519_rplU
id_003819	genome_656519_rpsO
id_003820	genome_656519_rpsB
id_003821	genome_656519_rplS
id_003822	genome_656519_rpsP
id_003823	genome_656519_rplT
id_003824	genome_656519_rpmB
id_003825	genome_656519_rpsT
id_003826	genome_656519_rpsI
id_003827	genome_656519_rplM
id_003828	genome_656519_rplQ
id_003829	genome_656519_rpsD
id_003830	genome_656519_rpsK
id_003831	genome_656519_rpsM
id_003832	genome_656519_rplO
id_003833	genome_656519_rpsE
id_003834	genome_656519_rplR
id_003835	genome_656519_rplF
id_003836	genome_656519_rpsH
id_003837	genome_656519_rplE
id_003838	genome_656519_rplX
id_003839	genome_656519_rplN
id_003840	genome_656519_rpsQ
id_003841	genome_656519_rplP
id_003842	genome_656519_rpsC
id_003843	genome_656519_rplV
id_003844	genome_656519_rpsS
id_003845	genome_656519_rplB
id_003846	genome_656519_rplW
id_003847	genome_656519_rplD
id_003848	genome_656519_rplC
id_003849	genome_656519_rpsJ
id_003850	genome_656519_rpsG
id_003851	genome_656519_rpsL
id_003852	genome_656519_rplL
id_003853	genome_656519_rplA
id_003854	genome_656519_rplK
id_003855	genome_656519_rpsR
id_003856	genome_656519_rpsF
id_003857	genome_1279365_rplK
id_003858	genome_1279365_rplA
id_003859	genome_1279365_rplL
id_003860	genome_1279365_rpsL
id_003861	genome_1279365_rpsG
id_003862	genome_1279365_rpsJ
id_003863	genome_1279365_rplC
id_003864	genome_1279365_rplD
id_003865	genome_1279365_rplW
id_003866	genome_1279365_rplB
id_003867	genome_1279365_rpsS
id_003868	genome_1279365_rplV
id_003869	genome_1279365_rpsC
id_003870	genome_1279365_rplP
id_003871	genome_1279365_rpsQ
id_003872	genome_1279365_rplN
id_003873	genome_1279365_rplX
id_003874	genome_1279365_rplE
id_003875	genome_1279365_rpsH
id_003876	genome_1279365_rplF
id_003877	genome_1279365_rplR
id_003878	genome_1279365_rpsE
id_003879	genome_1279365_rplO
id_003880	genome_1279365_rpsM
id_003881	genome_1279365_rpsK
id_003882	genome_1279365_rplQ
id_003883	genome_1279365_rplM
id_003884	genome_1279365_rpsI
id_003885	genome_1279365_rpsO
id_003886	genome_1279365_rpsB
id_003887	genome_1279365_rplS
id_003888	genome_1279365_rpsP
id_003889	genome_1279365_rpmB
id_003890	genome_1279365_rpsU
id_003891	genome_1279365_rpsT
id_003892	genome_1279365_rplU
id_003893	genome_1279365_rplT
id_003894	genome_1279365_rpsD
id_003895	genome_1279365_rpsR
id_003896	genome_1279365_rpsF
id_003897	genome_1849491_rpsD
id_003898	genome_1849491_rplT
id_003899	genome_1849491_rpmB
id_003900	genome_1849491_rpsP
id_003901	genome_1849491_rplS
id_003902	genome_1849491_rpsB
id_003903	genome_1849491_rpsO
id_003904	genome_1849491_rpsA
id_003905	genome_1849491_rpsU
id_003906	genome_1849491_rpsT
id_003907	genome_1849491_rplU
id_003908	genome_1849491_rpsI
id_003909	genome_1849491_rplM
id_003910	genome_1849491_rplQ
id_003911	genome_1849491_rpsK
id_003912	genome_1849491_rpsM
id_003913	genome_1849491_rplO
id_003914	genome_1849491_rpsE
id_003915	genome_1849491_rplR
id_003916	genome_1849491_rplF
id_003917	genome_1849491_rpsH
id_003918	genome_1849491_rplE
id_003919	genome_1849491_rplX
id_003920	genome_1849491_rplN
id_003921	genome_1849491_rpsQ
id_003922	genome_1849491_rplP
id_003923	genome_1849491_rpsC
id_003924	genome_1849491_rplV
id_003925	genome_1849491_rpsS
id_003926	genome_1849491_rplB
id_003927	genome_1849491_rplW
id_003928	genome_1849491_rplD
id_003929	genome_1849491_rplC
id_003930	genome_1849491_rpsJ
id_003931	genome_1849491_rpsF
id_003932	genome_1849491_rpsR
id_003933	genome_1849491_rpsG
id_003934	genome_1849491_rpsL
id_003935	genome_1849491_rplL
id_003936	genome_1849491_rplA
id_003937	genome_1849491_rplK
id_003938	genome_1849491_rplY
id_003939	genome_138119_rplT
id_003940	genome_138119_rplK
id_003941	genome_138119_rplA
id_003942	genome_138119_rplL
id_003943	genome_138119_rpsL
id_003944	genome_138119_rpsG
id_003945	genome_138119_rpsJ
id_003946	genome_138119_rplC
id_003947	genome_138119_rplD
id_003948	genome_138119_rplW
id_003949	genome_138119_rplB
id_003950	genome_138119_rpsS
id_003951	genome_138119_rplV
id_003952	genome_138119_rpsC
id_003953	genome_138119_rplP
id_003954	genome_138119_rpsQ
id_003955	genome_138119_rplN
id_003956	genome_138119_rplX
id_003957	genome_138119_rplE
id_003958	genome_138119_rpsH
id_003959	genome_138119_rplF
id_003960	genome_138119_rplR
id_003961	genome_138119_rpsE
id_003962	genome_138119_rplO
id_003963	genome_138119_rpsM
id_003964	genome_138119_rpsK
id_003965	genome_138119_rpsD
id_003966	genome_138119_rplQ
id_003967	genome_138119_rplM
id_003968	genome_138119_rpsI
id_003969	genome_138119_rpsO
id_003970	genome_138119_rpsB
id_003971	genome_138119_rplS
id_003972	genome_138119_rpsP
id_003973	genome_138119_rpmB
id_003974	genome_138119_rpsU
id_003975	genome_138119_rpsT
id_003976	genome_138119_rplU
id_003977	genome_138119_rpsR
id_003978	genome_138119_rpsF
id_003979	genome_2036206_rplM
id_003980	genome_2036206_rpsI
id_003981	genome_2036206_rplT
id_003982	genome_2036206_rpmB
id_003983	genome_2036206_rpsB
id_003984	genome_2036206_rpsO
id_003985	genome_2036206_rpsT
id_003986	genome_2036206_rplS
id_003987	genome_2036206_rpsP
id_003988	genome_2036206_rplU
id_003989	genome_2036206_rpsU
id_003990	genome_2036206_rpsD
id_003991	genome_2036206_rplY
id_003992	genome_2036206_rplQ
id_003993	genome_2036206_rpsK
id_003994	genome_2036206_rpsM
id_003995	genome_2036206_rplO
id_003996	genome_2036206_rpsE
id_003997	genome_2036206_rplR
id_003998	genome_2036206_rplF
id_003999	genome_2036206_rpsH
id_004000	genome_2036206_rplE
id_004001	genome_2036206_rplX
id_004002	genome_2036206_rplN
id_004003	genome_2036206_rpsQ
id_004004	genome_2036206_rplP
id_004005	genome_2036206_rpsC
id_004006	genome_2036206_rplV
id_004007	genome_2036206_rpsS
id_004008	genome_2036206_rplB
id_004009	genome_2036206_rplW
id_004010	genome_2036206_rplD
id_004011	genome_2036206_rplC
id_004012	genome_2036206_rpsJ
id_004013	genome_2036206_rpsG
id_004014	genome_2036206_rpsL
id_004015	genome_2036206_rplL
id_004016	genome_2036206_rplA
id_004017	genome_2036206_rplK
id_004018	genome_2036206_rpsR
id_004019	genome_2036206_rpsF
id_004020	genome_334413_rpsJ
id_004021	genome_334413_rplC
id_004022	genome_334413_rplD
id_004023	genome_334413_rplW
id_004024	genome_334413_rplB
id_004025	genome_334413_rpsS
id_004026	genome_334413_rplV
id_004027	genome_334413_rpsC
id_004028	genome_334413_rplP
id_004029	genome_334413_rpsQ
id_004030	genome_334413_rplN
id_004031	genome_334413_rplX
id_004032	genome_334413_rplE
id_004033	genome_334413_rpsH
id_004034	genome_334413_rplF
id_004035	genome_334413_rplR
id_004036	genome_334413_rpsE
id_004037	genome_334413_rplO
id_004038	genome_334413_rpsM
id_004039	genome_334413_rpsK
id_004040	genome_334413_rplQ
id_004041	genome_334413_rpsD
id_004042	genome_334413_rplU
id_004043	genome_334413_rpsL
id_004044	genome_334413_rpsG
id_004045	genome_334413_rpsP
id_004046	genome_334413_rplS
id_004047	genome_334413_rpmG
id_004048	genome_334413_rplK
id_004049	genome_334413_rplA
id_004050	genome_334413_rplL
id_004051	genome_334413_rpmB
id_004052	genome_334413_rplT
id_004053	genome_334413_rpsB
id_004054	genome_334413_rpsO
id_004055	genome_334413_rpsU
id_004056	genome_334413_rpsT
id_004057	genome_334413_rpsR
id_004058	genome_334413_rpsF
id_004059	genome_334413_rpsI
id_004060	genome_334413_rplM
id_004061	genome_1051632_rpmG
id_004062	genome_1051632_rplK
id_004063	genome_1051632_rplA
id_004064	genome_1051632_rplL
id_004065	genome_1051632_rpsL
id_004066	genome_1051632_rpsG
id_004067	genome_1051632_rpsJ
id_004068	genome_1051632_rplC
id_004069	genome_1051632_rplD
id_004070	genome_1051632_rplW
id_004071	genome_1051632_rplB
id_004072	genome_1051632_rpsS
id_004073	genome_1051632_rplV
id_004074	genome_1051632_rpsC
id_004075	genome_1051632_rplP
id_004076	genome_1051632_rpsQ
id_004077	genome_1051632_rplN
id_004078	genome_1051632_rplX
id_004079	genome_1051632_rplE
id_004080	genome_1051632_rpsH
id_004081	genome_1051632_rplF
id_004082	genome_1051632_rplR
id_004083	genome_1051632_rpsE
id_004084	genome_1051632_rplO
id_004085	genome_1051632_rpsM
id_004086	genome_1051632_rpsK
id_004087	genome_1051632_rpsD
id_004088	genome_1051632_rplQ
id_004089	genome_1051632_rplM
id_004090	genome_1051632_rpsI
id_004091	genome_1051632_rplU
id_004092	genome_1051632_rpsT
id_004093	genome_1051632_rpsU
id_004094	genome_1051632_rpmB
id_004095	genome_1051632_rpsP
id_004096	genome_1051632_rplS
id_004097	genome_1051632_rpsA
id_004098	genome_1051632_rpsO
id_004099	genome_1051632_rpsB
id_004100	genome_1051632_rplT
id_004101	genome_1051632_rpsR
id_004102	genome_1051632_rpsF
id_004103	genome_195103_rpsO
id_004104	genome_195103_rpsB
id_004105	genome_195103_rplS
id_004106	genome_195103_rpsP
id_004107	genome_195103_rpmB
id_004108	genome_195103_rplT
id_004109	genome_195103_rpsU
id_004110	genome_195103_rpsT
id_004111	genome_195103_rplU
id_004112	genome_195103_rpsA
id_004113	genome_195103_rpsI
id_004114	genome_195103_rplM
id_004115	genome_195103_rplQ
id_004116	genome_195103_rpsK
id_004117	genome_195103_rpsM
id_004118	genome_195103_rplO
id_004119	genome_195103_rpsE
id_004120	genome_195103_rplR
id_004121	genome_195103_rplF
id_004122	genome_195103_rpsH
id_004123	genome_195103_rplE
id_004124	genome_195103_rplX
id_004125	genome_195103_rplN
id_004126	genome_195103_rpsQ
id_004127	genome_195103_rplP
id_004128	genome_195103_rpsC
id_004129	genome_195103_rplV
id_004130	genome_195103_rpsS
id_004131	genome_195103_rplB
id_004132	genome_195103_rplW
id_004133	genome_195103_rplD
id_004134	genome_195103_rplC
id_004135	genome_195103_rpsJ
id_004136	genome_195103_rpsG
id_004137	genome_195103_rpsL
id_004138	genome_195103_rplL
id_004139	genome_195103_rplA
id_004140	genome_195103_rplK
id_004141	genome_195103_rpsR
id_004142	genome_195103_rpsF
id_004143	genome_1555112_rpsI
id_004144	genome_1555112_rplM
id_004145	genome_1555112_rplQ
id_004146	genome_1555112_rpsD
id_004147	genome_1555112_rpsK
id_004148	genome_1555112_rpsM
id_004149	genome_1555112_rplO
id_004150	genome_1555112_rpsE
id_004151	genome_1555112_rplR
id_004152	genome_1555112_rplF
id_004153	genome_1555112_rpsH
id_004154	genome_1555112_rplE
id_004155	genome_1555112_rplX
id_004156	genome_1555112_rplN
id_004157	genome_1555112_rpsQ
id_004158	genome_1555112_rplP
id_004159	genome_1555112_rpsC
id_004160	genome_1555112_rplV
id_004161	genome_1555112_rpsS
id_004162	genome_1555112_rplB
id_004163	genome_1555112_rplW
id_004164	genome_1555112_rplD
id_004165	genome_1555112_rplC
id_004166	genome_1555112_rpsJ
id_004167	genome_1555112_rplU
id_004168	genome_1555112_rplK
id_004169	genome_1555112_rplA
id_004170	genome_1555112_rplL
id_004171	genome_1555112_rpsL
id_004172	genome_1555112_rpsG
id_004173	genome_1555112_rplT
id_004174	genome_1555112_rpsB
id_004175	genome_1555112_rpsO
id_004176	genome_1555112_rpsP
id_004177	genome_1555112_rplS
id_004178	genome_1555112_rpmB
id_004179	genome_1555112_rpsU
id_004180	genome_1555112_rpsT
id_004181	genome_1555112_rpsR
id_004182	genome_1555112_rpsF
id_004183	genome_585394_rplK
id_004184	genome_585394_rplA
id_004185	genome_585394_rplL
id_004186	genome_585394_rpsL
id_004187	genome_585394_rpsG
id_004188	genome_585394_rplM
id_004189	genome_585394_rpsI
id_004190	genome_585394_rpsT
id_004191	genome_585394_rpsU
id_004192	genome_585394_rpsB
id_004193	genome_585394_rpmB
id_004194	genome_585394_rplU
id_004195	genome_585394_rplT
id_004196	genome_585394_rpsO
id_004197	genome_585394_rplS
id_004198	genome_585394_rpsP
id_004199	genome_585394_rpsA
id_004200	genome_585394_rplQ
id_004201	genome_585394_rpsD
id_004202	genome_585394_rpsM
id_004203	genome_585394_rplO
id_004204	genome_585394_rpsE
id_004205	genome_585394_rplR
id_004206	genome_585394_rplF
id_004207	genome_585394_rpsH
id_004208	genome_585394_rplE
id_004209	genome_585394_rplX
id_004210	genome_585394_rplN
id_004211	genome_585394_rpsQ
id_004212	genome_585394_rplP
id_004213	genome_585394_rpsC
id_004214	genome_585394_rpsS
id_004215	genome_585394_rplB
id_004216	genome_585394_rplW
id_004217	genome_585394_rplD
id_004218	genome_585394_rplC
id_004219	genome_585394_rpsJ
id_004220	genome_585394_rpsF
id_004221	genome_293826_rpsF
id_004222	genome_293826_rpsR
id_004223	genome_293826_rplT
id_004224	genome_293826_rplU
id_004225	genome_293826_rpsO
id_004226	genome_293826_rpsB
id_004227	genome_293826_rplS
id_004228	genome_293826_rpsP
id_004229	genome_293826_rpmB
id_004230	genome_293826_rpsU
id_004231	genome_293826_rpsT
id_004232	genome_293826_rpsI
id_004233	genome_293826_rplM
id_004234	genome_293826_rplQ
id_004235	genome_293826_rpsK
id_004236	genome_293826_rpsM
id_004237	genome_293826_rplO
id_004238	genome_293826_rpsE
id_004239	genome_293826_rplR
id_004240	genome_293826_rplF
id_004241	genome_293826_rpsH
id_004242	genome_293826_rplE
id_004243	genome_293826_rplX
id_004244	genome_293826_rplN
id_004245	genome_293826_rpsQ
id_004246	genome_293826_rplP
id_004247	genome_293826_rpsC
id_004248	genome_293826_rplV
id_004249	genome_293826_rpsS
id_004250	genome_293826_rplB
id_004251	genome_293826_rplW
id_004252	genome_293826_rplD
id_004253	genome_293826_rplC
id_004254	genome_293826_rpsJ
id_004255	genome_293826_rpsG
id_004256	genome_293826_rpsL
id_004257	genome_293826_rplL
id_004258	genome_293826_rplA
id_004259	genome_293826_rplK
